Path specified: /test/u0/
Net 		Stat_Prob	TC	TotSimPeriod
n298 	 0.474 		 222 	 5000  
n299 	 0.05 		 48 	 5000  
n300 	 0.056 		 50 	 5000  
n301 	 0.058 		 56 	 5000  
n302 	 0.064 		 62 	 5000  
n303 	 0.068 		 62 	 5000  
n304 	 0.038 		 38 	 5000  
n305 	 0.052 		 42 	 5000  
n306 	 0.063 		 61 	 5000  
n307 	 0.06 		 57 	 5000  
n308 	 0.082 		 78 	 5000  
n309 	 0.076 		 66 	 5000  
n310 	 0.07 		 64 	 5000  
n311 	 0.054 		 50 	 5000  
n312 	 0.052 		 50 	 5000  
n313 	 0.04 		 36 	 5000  
n314 	 0.064 		 62 	 5000  
n315 	 0.449 		 245 	 5000  
n316 	 0.431 		 229 	 5000  
n317 	 0.48 		 230 	 5000  
n318 	 0.481 		 194 	 5000  
n321 	 0.078 		 73 	 5000  
n322 	 0.064 		 62 	 5000  
n323 	 0.058 		 54 	 5000  
n324 	 0.07 		 66 	 5000  
n325 	 0.066 		 60 	 5000  
n326 	 0.046 		 44 	 5000  
n327 	 0.048 		 46 	 5000  
n328 	 0.068 		 60 	 5000  
n329 	 0.056 		 54 	 5000  
n330 	 0.05 		 50 	 5000  
n331 	 0.01 		 10 	 5000  
n332 	 0.065 		 59 	 5000  
n333 	 0.072 		 70 	 5000  
n334 	 0.05 		 48 	 5000  
n335 	 0.056 		 52 	 5000  
n336 	 0.042 		 42 	 5000  
n337 	 0.058 		 58 	 5000  
n338 	 0.471 		 247 	 5000  
n339 	 0.485 		 242 	 5000  
n340 	 0.068 		 62 	 5000  
n341 	 0.821 		 108 	 5000  
n342 	 0.048 		 48 	 5000  
n343 	 0.056 		 56 	 5000  
n344 	 0.054 		 52 	 5000  
n345 	 0.818 		 109 	 5000  
n346 	 0.052 		 46 	 5000  
n347 	 0.074 		 72 	 5000  
n348 	 0.064 		 62 	 5000  
n349 	 0.06 		 54 	 5000  
n350 	 0.05 		 44 	 5000  
n351 	 0.07 		 66 	 5000  
n352 	 0.048 		 44 	 5000  
n353 	 0.058 		 52 	 5000  
n354 	 0.054 		 53 	 5000  
n355 	 0.831 		 101 	 5000  
n356 	 0.062 		 58 	 5000  
n357 	 0.075 		 69 	 5000  
n358 	 0.054 		 50 	 5000  
n359 	 0.476 		 250 	 5000  
n360 	 0.476 		 228 	 5000  
n361 	 0.452 		 227 	 5000  
n362 	 0.462 		 224 	 5000  
n364 	 0.496 		 7 	 5000  
n365 	 0.515 		 200 	 5000  
n366 	 0.455 		 163 	 5000  
n367 	 0.072 		 66 	 5000  
n368 	 0.006 		 6 	 5000  
n369 	 0.072 		 68 	 5000  
n370 	 0.066 		 58 	 5000  
n371 	 0.072 		 67 	 5000  
n372 	 0.058 		 56 	 5000  
n373 	 0.06 		 58 	 5000  
n374 	 0.833 		 98 	 5000  
n375 	 0.06 		 58 	 5000  
n376 	 0.841 		 96 	 5000  
n377 	 0.06 		 60 	 5000  
n378 	 0.427 		 229 	 5000  
n379 	 0.046 		 42 	 5000  
n380 	 0.05 		 48 	 5000  
n381 	 0.064 		 62 	 5000  
n382 	 0.054 		 52 	 5000  
n383 	 0.052 		 46 	 5000  
n384 	 0.046 		 44 	 5000  
n385 	 0.044 		 44 	 5000  
n386 	 0.071 		 67 	 5000  
n387 	 0.466 		 250 	 5000  
n388 	 0.062 		 60 	 5000  
n389 	 0.823 		 110 	 5000  
n390 	 0.058 		 56 	 5000  
n391 	 0.825 		 110 	 5000  
n392 	 0.06 		 54 	 5000  
n393 	 0.06 		 56 	 5000  
n394 	 0.823 		 104 	 5000  
n395 	 0.062 		 60 	 5000  
n396 	 0.054 		 54 	 5000  
n397 	 0.064 		 60 	 5000  
n398 	 0.044 		 42 	 5000  
n399 	 0.046 		 46 	 5000  
n400 	 0.078 		 72 	 5000  
n401 	 0.05 		 48 	 5000  
n402 	 0.066 		 62 	 5000  
n403 	 0.073 		 70 	 5000  
n404 	 0.06 		 58 	 5000  
n405 	 0.048 		 46 	 5000  
n406 	 0.062 		 60 	 5000  
n407 	 0.464 		 250 	 5000  
n408 	 0.483 		 230 	 5000  
n409 	 0.48 		 240 	 5000  
n410 	 0.507 		 240 	 5000  
n411 	 0.442 		 146 	 5000  
n412 	 0.492 		 122 	 5000  
n413 	 0.068 		 62 	 5000  
n414 	 0.074 		 66 	 5000  
n415 	 0.05 		 50 	 5000  
n416 	 0.084 		 80 	 5000  
n417 	 0.058 		 52 	 5000  
n418 	 0.823 		 100 	 5000  
n419 	 0.094 		 90 	 5000  
n420 	 0.046 		 46 	 5000  
n421 	 0.048 		 44 	 5000  
n422 	 0.833 		 92 	 5000  
n423 	 0.066 		 64 	 5000  
n424 	 0.056 		 48 	 5000  
n425 	 0.055 		 51 	 5000  
n426 	 0.044 		 44 	 5000  
n427 	 0.066 		 58 	 5000  
n428 	 0.508 		 235 	 5000  
n429 	 0.068 		 56 	 5000  
n430 	 0.056 		 54 	 5000  
n431 	 0.05 		 47 	 5000  
n432 	 0.058 		 58 	 5000  
n433 	 0.453 		 234 	 5000  
n434 	 0.504 		 233 	 5000  
n435 	 0.056 		 48 	 5000  
n436 	 0.066 		 61 	 5000  
n437 	 0.052 		 52 	 5000  
n438 	 0.064 		 62 	 5000  
n439 	 0.054 		 54 	 5000  
n440 	 0.054 		 50 	 5000  
n441 	 0.068 		 58 	 5000  
n442 	 0.07 		 62 	 5000  
n443 	 0.053 		 51 	 5000  
n444 	 0.05 		 48 	 5000  
n445 	 0.058 		 56 	 5000  
n446 	 0.042 		 38 	 5000  
n447 	 0.054 		 50 	 5000  
n448 	 0.068 		 60 	 5000  
n449 	 0.07 		 70 	 5000  
n450 	 0.068 		 64 	 5000  
n451 	 0.484 		 253 	 5000  
n452 	 0.506 		 242 	 5000  
n453 	 0.487 		 233 	 5000  
n454 	 0.466 		 240 	 5000  
n455 	 0.509 		 32 	 5000  
n459 	 0.004 		 4 	 5000  
n460 	 0.046 		 42 	 5000  
n461 	 0.054 		 54 	 5000  
n462 	 0.06 		 58 	 5000  
n463 	 0.054 		 52 	 5000  
n464 	 0.036 		 36 	 5000  
n465 	 0.855 		 90 	 5000  
n466 	 0.064 		 62 	 5000  
n467 	 0.062 		 52 	 5000  
n468 	 0.074 		 71 	 5000  
n469 	 0.066 		 64 	 5000  
n470 	 0.056 		 52 	 5000  
n471 	 0.074 		 74 	 5000  
n472 	 0.056 		 56 	 5000  
n473 	 0.459 		 245 	 5000  
n474 	 0.05 		 46 	 5000  
n475 	 0.076 		 68 	 5000  
n476 	 0.047 		 43 	 5000  
n477 	 0.072 		 68 	 5000  
n478 	 0.497 		 253 	 5000  
n479 	 0.54 		 255 	 5000  
n480 	 0.455 		 256 	 5000  
n481 	 0.056 		 49 	 5000  
n482 	 0.054 		 50 	 5000  
n483 	 0.058 		 54 	 5000  
n484 	 0.049 		 45 	 5000  
n485 	 0.062 		 58 	 5000  
n486 	 0.048 		 46 	 5000  
n487 	 0.06 		 54 	 5000  
n488 	 0.064 		 54 	 5000  
n489 	 0.058 		 58 	 5000  
n490 	 0.074 		 66 	 5000  
n491 	 0.064 		 60 	 5000  
n492 	 0.058 		 58 	 5000  
n493 	 0.068 		 64 	 5000  
n494 	 0.062 		 60 	 5000  
n495 	 0.07 		 64 	 5000  
n496 	 0.042 		 38 	 5000  
n497 	 0.451 		 216 	 5000  
n498 	 0.476 		 242 	 5000  
n499 	 0.461 		 228 	 5000  
n500 	 0.473 		 215 	 5000  
n502 	 0.068 		 55 	 5000  
n503 	 0.056 		 56 	 5000  
n504 	 0.068 		 66 	 5000  
n505 	 0.08 		 76 	 5000  
n506 	 0.899 		 46 	 5000  
n507 	 0.006 		 6 	 5000  
n508 	 0.074 		 68 	 5000  
n509 	 0.082 		 74 	 5000  
n510 	 0.07 		 66 	 5000  
n511 	 0.032 		 32 	 5000  
n512 	 0.048 		 42 	 5000  
n513 	 0.044 		 42 	 5000  
n514 	 0.042 		 42 	 5000  
n515 	 0.05 		 46 	 5000  
n516 	 0.058 		 52 	 5000  
n517 	 0.042 		 42 	 5000  
n518 	 0.052 		 50 	 5000  
n519 	 0.081 		 79 	 5000  
n520 	 0.53 		 247 	 5000  
n521 	 0.505 		 240 	 5000  
n522 	 0.442 		 230 	 5000  
n523 	 0.513 		 227 	 5000  
n524 	 0.064 		 62 	 5000  
n525 	 0.835 		 104 	 5000  
n526 	 0.06 		 56 	 5000  
n527 	 0.843 		 94 	 5000  
n528 	 0.056 		 56 	 5000  
n529 	 0.068 		 60 	 5000  
n530 	 0.066 		 62 	 5000  
n531 	 0.07 		 66 	 5000  
n532 	 0.06 		 56 	 5000  
n533 	 0.048 		 46 	 5000  
n534 	 0.055 		 53 	 5000  
n535 	 0.05 		 44 	 5000  
n536 	 0.044 		 44 	 5000  
n537 	 0.034 		 33 	 5000  
n538 	 0.52 		 230 	 5000  
n539 	 0.068 		 60 	 5000  
n540 	 0.084 		 76 	 5000  
n541 	 0.06 		 60 	 5000  
n542 	 0.06 		 56 	 5000  
n543 	 0.478 		 211 	 5000  
n544 	 0.479 		 242 	 5000  
n546 	 0.494 		 179 	 5000  
n548 	 0.449 		 193 	 5000  
n549 	 0.494 		 189 	 5000  
n550 	 0.068 		 64 	 5000  
n551 	 0.064 		 62 	 5000  
n552 	 0.014 		 14 	 5000  
n553 	 0.064 		 60 	 5000  
n554 	 0.074 		 72 	 5000  
n555 	 0.056 		 52 	 5000  
n556 	 0.048 		 42 	 5000  
n557 	 0.048 		 42 	 5000  
n558 	 0.058 		 58 	 5000  
n559 	 0.066 		 58 	 5000  
n560 	 0.833 		 96 	 5000  
n561 	 0.831 		 108 	 5000  
n562 	 0.07 		 68 	 5000  
n563 	 0.058 		 53 	 5000  
n564 	 0.054 		 52 	 5000  
n565 	 0.048 		 40 	 5000  
n566 	 0.046 		 44 	 5000  
n567 	 0.055 		 51 	 5000  
n568 	 0.07 		 62 	 5000  
n569 	 0.47 		 234 	 5000  
n570 	 0.07 		 68 	 5000  
n571 	 0.829 		 108 	 5000  
n572 	 0.056 		 52 	 5000  
n573 	 0.829 		 106 	 5000  
n574 	 0.046 		 44 	 5000  
n575 	 0.054 		 50 	 5000  
n576 	 0.062 		 62 	 5000  
n577 	 0.822 		 121 	 5000  
n578 	 0.048 		 48 	 5000  
n579 	 0.072 		 66 	 5000  
n580 	 0.052 		 48 	 5000  
n581 	 0.06 		 54 	 5000  
n582 	 0.064 		 62 	 5000  
n583 	 0.048 		 44 	 5000  
n584 	 0.058 		 47 	 5000  
n585 	 0.06 		 60 	 5000  
n586 	 0.078 		 74 	 5000  
n587 	 0.056 		 48 	 5000  
n588 	 0.063 		 61 	 5000  
n589 	 0.46 		 230 	 5000  
n590 	 0.491 		 241 	 5000  
n591 	 0.498 		 239 	 5000  
n592 	 0.486 		 233 	 5000  
n593 	 0.056 		 52 	 5000  
n594 	 0.045 		 45 	 5000  
n595 	 0.066 		 58 	 5000  
n596 	 0.052 		 44 	 5000  
n597 	 0.062 		 58 	 5000  
n598 	 0.072 		 66 	 5000  
n599 	 0.052 		 46 	 5000  
n600 	 0.821 		 108 	 5000  
n601 	 0.064 		 62 	 5000  
n602 	 0.062 		 61 	 5000  
n603 	 0.066 		 62 	 5000  
n604 	 0.062 		 56 	 5000  
n605 	 0.05 		 46 	 5000  
n606 	 0.457 		 245 	 5000  
n607 	 0.082 		 68 	 5000  
n608 	 0.046 		 44 	 5000  
n609 	 0.046 		 42 	 5000  
n610 	 0.064 		 62 	 5000  
n611 	 0.478 		 229 	 5000  
n612 	 0.463 		 222 	 5000  
n613 	 0.064 		 58 	 5000  
n614 	 0.06 		 54 	 5000  
n615 	 0.052 		 48 	 5000  
n616 	 0.076 		 72 	 5000  
n617 	 0.076 		 70 	 5000  
n618 	 0.058 		 58 	 5000  
n619 	 0.062 		 60 	 5000  
n620 	 0.062 		 58 	 5000  
n621 	 0.437 		 244 	 5000  
n622 	 0.05 		 46 	 5000  
n623 	 0.05 		 48 	 5000  
n624 	 0.058 		 58 	 5000  
n625 	 0.05 		 48 	 5000  
n626 	 0.07 		 68 	 5000  
n627 	 0.059 		 48 	 5000  
n628 	 0.048 		 46 	 5000  
n629 	 0.052 		 50 	 5000  
n630 	 0.481 		 238 	 5000  
n631 	 0.487 		 236 	 5000  
n633 	 0.484 		 185 	 5000  
n635 	 0.068 		 58 	 5000  
n636 	 0.06 		 54 	 5000  
n637 	 0.05 		 48 	 5000  
n638 	 0.042 		 41 	 5000  
n639 	 0.072 		 68 	 5000  
n640 	 0.813 		 114 	 5000  
n641 	 0.105 		 87 	 5000  
n642 	 0.06 		 54 	 5000  
n643 	 0.045 		 41 	 5000  
n644 	 0.84 		 91 	 5000  
n645 	 0.062 		 58 	 5000  
n646 	 0.056 		 52 	 5000  
n647 	 0.058 		 54 	 5000  
n648 	 0.048 		 46 	 5000  
n649 	 0.062 		 62 	 5000  
n650 	 0.484 		 245 	 5000  
n651 	 0.054 		 54 	 5000  
n652 	 0.068 		 64 	 5000  
n653 	 0.072 		 62 	 5000  
n654 	 0.07 		 64 	 5000  
n655 	 0.488 		 238 	 5000  
n656 	 0.456 		 227 	 5000  
n657 	 0.502 		 239 	 5000  
n658 	 0.08 		 74 	 5000  
n659 	 0.044 		 42 	 5000  
n660 	 0.043 		 43 	 5000  
n661 	 0.064 		 55 	 5000  
n662 	 0.08 		 68 	 5000  
n663 	 0.044 		 42 	 5000  
n664 	 0.05 		 46 	 5000  
n665 	 0.06 		 54 	 5000  
n666 	 0.048 		 46 	 5000  
n667 	 0.064 		 56 	 5000  
n668 	 0.052 		 50 	 5000  
n669 	 0.056 		 52 	 5000  
n670 	 0.068 		 54 	 5000  
n671 	 0.068 		 62 	 5000  
n672 	 0.07 		 68 	 5000  
n673 	 0.056 		 56 	 5000  
n674 	 0.465 		 244 	 5000  
n675 	 0.496 		 226 	 5000  
n676 	 0.441 		 232 	 5000  
n677 	 0.484 		 241 	 5000  
n680 	 0.064 		 60 	 5000  
n681 	 0.068 		 60 	 5000  
n682 	 0.088 		 86 	 5000  
n683 	 0.058 		 54 	 5000  
n684 	 0.905 		 40 	 5000  
n685 	 0.006 		 6 	 5000  
n686 	 0.06 		 56 	 5000  
n687 	 0.064 		 60 	 5000  
n688 	 0.07 		 68 	 5000  
n689 	 0.05 		 50 	 5000  
n690 	 0.042 		 42 	 5000  
n691 	 0.036 		 36 	 5000  
n692 	 0.073 		 70 	 5000  
n693 	 0.056 		 52 	 5000  
n694 	 0.054 		 54 	 5000  
n695 	 0.064 		 56 	 5000  
n696 	 0.056 		 54 	 5000  
n697 	 0.044 		 42 	 5000  
n698 	 0.522 		 240 	 5000  
n699 	 0.496 		 252 	 5000  
n700 	 0.448 		 236 	 5000  
n701 	 0.486 		 242 	 5000  
n702 	 0.062 		 58 	 5000  
n703 	 0.823 		 108 	 5000  
n704 	 0.056 		 54 	 5000  
n705 	 0.831 		 100 	 5000  
n706 	 0.061 		 55 	 5000  
n707 	 0.05 		 48 	 5000  
n708 	 0.076 		 70 	 5000  
n709 	 0.06 		 58 	 5000  
n710 	 0.038 		 36 	 5000  
n711 	 0.062 		 54 	 5000  
n712 	 0.08 		 76 	 5000  
n713 	 0.056 		 50 	 5000  
n714 	 0.06 		 54 	 5000  
n715 	 0.064 		 56 	 5000  
n716 	 0.451 		 254 	 5000  
n717 	 0.05 		 49 	 5000  
n718 	 0.058 		 50 	 5000  
n719 	 0.058 		 56 	 5000  
n720 	 0.056 		 50 	 5000  
n721 	 0.459 		 227 	 5000  
n722 	 0.51 		 218 	 5000  
n723 	 0.036 		 36 	 5000  
n727 	 0.026 		 3 	 5000  
n728 	 0.024 		 6 	 5000  
n729 	 0.024 		 5 	 5000  
n730 	 0.032 		 4 	 5000  
n731 	 0.02 		 7 	 5000  
n732 	 0.024 		 6 	 5000  
n733 	 0.024 		 2 	 5000  
n734 	 0.028 		 6 	 5000  
n735 	 0.028 		 8 	 5000  
n736 	 0.026 		 5 	 5000  
n737 	 0.024 		 5 	 5000  
n738 	 0.03 		 6 	 5000  
n739 	 0.026 		 4 	 5000  
n740 	 0.024 		 5 	 5000  
n741 	 0.026 		 7 	 5000  
n742 	 0.024 		 3 	 5000  
n743 	 0.024 		 6 	 5000  
n744 	 0.028 		 6 	 5000  
n745 	 0.024 		 10 	 5000  
n746 	 0.024 		 8 	 5000  
n747 	 0.026 		 2 	 5000  
n748 	 0.024 		 2 	 5000  
n749 	 0.026 		 8 	 5000  
n750 	 0.026 		 5 	 5000  
n751 	 0.018 		 5 	 5000  
n752 	 0.026 		 6 	 5000  
n753 	 0.026 		 5 	 5000  
n754 	 0.03 		 3 	 5000  
n755 	 0.022 		 6 	 5000  
n756 	 0.022 		 7 	 5000  
n757 	 0.026 		 8 	 5000  
n758 	 0.022 		 6 	 5000  
n759 	 0.024 		 10 	 5000  
n760 	 0.03 		 6 	 5000  
n761 	 0.018 		 3 	 5000  
n762 	 0.024 		 3 	 5000  
n763 	 0.03 		 2 	 5000  
n764 	 0.022 		 4 	 5000  
n765 	 0.028 		 3 	 5000  
n766 	 0.028 		 4 	 5000  
n767 	 0.024 		 6 	 5000  
n768 	 0.02 		 5 	 5000  
n769 	 0.028 		 5 	 5000  
n770 	 0.024 		 8 	 5000  
n771 	 0.018 		 5 	 5000  
n772 	 0.022 		 6 	 5000  
n773 	 0.022 		 6 	 5000  
n774 	 0.028 		 7 	 5000  
n775 	 0.063 		 61 	 5000  
n776 	 0.034 		 32 	 5000  
n777 	 0.104 		 86 	 5000  
n778 	 0.048 		 46 	 5000  
n779 	 0.062 		 48 	 5000  
n780 	 0.092 		 89 	 5000  
n781 	 0.04 		 36 	 5000  
n782 	 0.064 		 58 	 5000  
n783 	 0.044 		 40 	 5000  
n784 	 0.046 		 46 	 5000  
n785 	 0.044 		 42 	 5000  
n786 	 0.066 		 64 	 5000  
n787 	 0.072 		 70 	 5000  
n788 	 0.062 		 62 	 5000  
n789 	 0.062 		 62 	 5000  
n790 	 0.046 		 44 	 5000  
n791 	 0.507 		 264 	 5000  
n792 	 0.458 		 229 	 5000  
n793 	 0.565 		 244 	 5000  
n794 	 0.499 		 212 	 5000  
n795 	 0.084 		 84 	 5000  
n796 	 0.052 		 51 	 5000  
n797 	 0.046 		 44 	 5000  
n798 	 0.08 		 78 	 5000  
n799 	 0.026 		 24 	 5000  
n800 	 0.869 		 78 	 5000  
n801 	 0.066 		 52 	 5000  
n802 	 0.066 		 66 	 5000  
n803 	 0.054 		 54 	 5000  
n804 	 0.855 		 86 	 5000  
n805 	 0.056 		 50 	 5000  
n806 	 0.06 		 58 	 5000  
n807 	 0.042 		 40 	 5000  
n808 	 0.092 		 84 	 5000  
n809 	 0.04 		 34 	 5000  
n810 	 0.052 		 50 	 5000  
n811 	 0.053 		 53 	 5000  
n812 	 0.038 		 36 	 5000  
n813 	 0.134 		 104 	 5000  
n814 	 0.474 		 257 	 5000  
n815 	 0.539 		 254 	 5000  
n816 	 0.559 		 204 	 5000  
n817 	 0.453 		 238 	 5000  
n818 	 0.072 		 64 	 5000  
n819 	 0.036 		 36 	 5000  
n820 	 0.062 		 60 	 5000  
n821 	 0.056 		 54 	 5000  
n822 	 0.057 		 55 	 5000  
n823 	 0.062 		 59 	 5000  
n824 	 0.096 		 94 	 5000  
n825 	 0.064 		 62 	 5000  
n826 	 0.02 		 18 	 5000  
n827 	 0.04 		 34 	 5000  
n828 	 0.108 		 94 	 5000  
n829 	 0.028 		 26 	 5000  
n830 	 0.084 		 84 	 5000  
n831 	 0.07 		 68 	 5000  
n832 	 0.038 		 34 	 5000  
n833 	 0.056 		 56 	 5000  
n834 	 0.505 		 256 	 5000  
n835 	 0.475 		 282 	 5000  
n836 	 0.543 		 224 	 5000  
n837 	 0.424 		 245 	 5000  
n838 	 0.032 		 28 	 5000  
n839 	 0.082 		 81 	 5000  
n840 	 0.044 		 40 	 5000  
n841 	 0.098 		 82 	 5000  
n842 	 0.058 		 58 	 5000  
n843 	 0.821 		 106 	 5000  
n844 	 0.045 		 43 	 5000  
n845 	 0.052 		 52 	 5000  
n846 	 0.07 		 66 	 5000  
n847 	 0.787 		 126 	 5000  
n848 	 0.048 		 48 	 5000  
n849 	 0.048 		 46 	 5000  
n850 	 0.042 		 42 	 5000  
n851 	 0.12 		 100 	 5000  
n852 	 0.092 		 76 	 5000  
n853 	 0.028 		 26 	 5000  
n854 	 0.096 		 80 	 5000  
n855 	 0.036 		 36 	 5000  
n856 	 0.078 		 60 	 5000  
n857 	 0.481 		 216 	 5000  
n858 	 0.494 		 245 	 5000  
n859 	 0.506 		 227 	 5000  
n860 	 0.499 		 232 	 5000  
n861 	 0.042 		 40 	 5000  
n862 	 0.056 		 48 	 5000  
n863 	 0.034 		 34 	 5000  
n864 	 0.054 		 52 	 5000  
n865 	 0.054 		 50 	 5000  
n866 	 0.062 		 59 	 5000  
n867 	 0.076 		 76 	 5000  
n868 	 0.082 		 64 	 5000  
n869 	 0.054 		 52 	 5000  
n870 	 0.042 		 40 	 5000  
n871 	 0.03 		 28 	 5000  
n872 	 0.084 		 82 	 5000  
n873 	 0.078 		 76 	 5000  
n874 	 0.084 		 82 	 5000  
n875 	 0.031 		 29 	 5000  
n876 	 0.086 		 84 	 5000  
n877 	 0.46 		 255 	 5000  
n878 	 0.484 		 251 	 5000  
n879 	 0.468 		 235 	 5000  
n880 	 0.477 		 262 	 5000  
n881 	 0.052 		 50 	 5000  
n882 	 0.084 		 79 	 5000  
n883 	 0.046 		 46 	 5000  
n884 	 0.076 		 76 	 5000  
n885 	 0.04 		 34 	 5000  
n886 	 0.869 		 70 	 5000  
n887 	 0.068 		 66 	 5000  
n888 	 0.045 		 43 	 5000  
n889 	 0.04 		 40 	 5000  
n890 	 0.845 		 100 	 5000  
n891 	 0.05 		 46 	 5000  
n892 	 0.052 		 52 	 5000  
n893 	 0.07 		 70 	 5000  
n894 	 0.142 		 116 	 5000  
n895 	 0.064 		 62 	 5000  
n896 	 0.078 		 74 	 5000  
n897 	 0.08 		 66 	 5000  
n898 	 0.048 		 42 	 5000  
n899 	 0.056 		 54 	 5000  
n900 	 0.451 		 250 	 5000  
n901 	 0.52 		 289 	 5000  
n902 	 0.459 		 226 	 5000  
n903 	 0.521 		 250 	 5000  
n904 	 0.064 		 60 	 5000  
n905 	 0.082 		 78 	 5000  
n906 	 0.05 		 48 	 5000  
n907 	 0.046 		 46 	 5000  
n908 	 0.044 		 42 	 5000  
n909 	 0.056 		 53 	 5000  
n910 	 0.05 		 50 	 5000  
n911 	 0.04 		 34 	 5000  
n912 	 0.078 		 76 	 5000  
n913 	 0.109 		 93 	 5000  
n914 	 0.044 		 44 	 5000  
n915 	 0.058 		 58 	 5000  
n916 	 0.05 		 48 	 5000  
n917 	 0.034 		 34 	 5000  
n918 	 0.076 		 74 	 5000  
n919 	 0.068 		 68 	 5000  
n920 	 0.432 		 247 	 5000  
n921 	 0.479 		 234 	 5000  
n922 	 0.4 		 207 	 5000  
n923 	 0.535 		 250 	 5000  
n924 	 0.048 		 48 	 5000  
n925 	 0.064 		 61 	 5000  
n926 	 0.054 		 54 	 5000  
n927 	 0.056 		 56 	 5000  
n928 	 0.062 		 60 	 5000  
n929 	 0.841 		 98 	 5000  
n930 	 0.072 		 64 	 5000  
n931 	 0.065 		 63 	 5000  
n932 	 0.046 		 46 	 5000  
n933 	 0.819 		 116 	 5000  
n934 	 0.078 		 78 	 5000  
n935 	 0.044 		 44 	 5000  
n936 	 0.072 		 66 	 5000  
n937 	 0.122 		 110 	 5000  
n938 	 0.084 		 78 	 5000  
n939 	 0.038 		 38 	 5000  
n940 	 0.054 		 52 	 5000  
n941 	 0.054 		 50 	 5000  
n942 	 0.058 		 54 	 5000  
n943 	 0.467 		 224 	 5000  
n944 	 0.426 		 259 	 5000  
n945 	 0.457 		 186 	 5000  
n946 	 0.515 		 256 	 5000  
n947 	 0.527 		 252 	 5000  
n948 	 0.536 		 233 	 5000  
n949 	 0.454 		 261 	 5000  
n950 	 0.391 		 220 	 5000  
n951 	 0.503 		 224 	 5000  
n952 	 0.486 		 223 	 5000  
n953 	 0.457 		 226 	 5000  
n954 	 0.465 		 212 	 5000  
n955 	 0.482 		 261 	 5000  
n956 	 0.5 		 245 	 5000  
n957 	 0.438 		 233 	 5000  
n958 	 0.581 		 232 	 5000  
n959 	 0.485 		 244 	 5000  
n960 	 0.5 		 221 	 5000  
n961 	 0.511 		 256 	 5000  
n962 	 0.509 		 246 	 5000  
n963 	 0.446 		 229 	 5000  
n964 	 0.462 		 235 	 5000  
n965 	 0.48 		 221 	 5000  
n966 	 0.434 		 239 	 5000  
n967 	 0.515 		 232 	 5000  
n968 	 0.472 		 251 	 5000  
n969 	 0.497 		 220 	 5000  
n970 	 0.475 		 208 	 5000  
n971 	 0.5 		 245 	 5000  
n972 	 0.449 		 236 	 5000  
n973 	 0.476 		 267 	 5000  
n974 	 0.515 		 250 	 5000  
n975 	 0.436 		 237 	 5000  
n976 	 0.496 		 213 	 5000  
n977 	 0.476 		 231 	 5000  
n978 	 0.484 		 265 	 5000  
n979 	 0.408 		 241 	 5000  
n980 	 0.473 		 238 	 5000  
n981 	 0.503 		 256 	 5000  
n982 	 0.502 		 229 	 5000  
n983 	 0.407 		 206 	 5000  
n984 	 0.514 		 219 	 5000  
n985 	 0.487 		 236 	 5000  
n986 	 0.506 		 265 	 5000  
n987 	 0.533 		 208 	 5000  
n988 	 0.489 		 238 	 5000  
n989 	 0.462 		 235 	 5000  
n990 	 0.508 		 223 	 5000  
n991 	 0.457 		 246 	 5000  
n992 	 0.492 		 457 	 5000  
n994 	 0.525 		 70 	 5000  
n995 	 0.4894 		 246 	 5000  
n996 	 0.493 		 492 	 5000  
n997 	 0.6708 		 70 	 5000  
n998 	 0.492 		 246 	 5000  
n999 	 0.8808 		 1 	 5000  
n1000 	 0.8108 		 1 	 5000  
n1001 	 0.525 		 106 	 5000  
n1002 	 0.704 		 70 	 5000  
n1003 	 0.879 		 70 	 5000  
n1004 	 0.14 		 70 	 5000  
n1005 	 0.844 		 105 	 5000  
n1006 	 0.211 		 211 	 5000  
n1007 	 0.447 		 98 	 5000  
n1008 	 0.44 		 12 	 5000  
n1009 	 0.452 		 1 	 5000  
n1010 	 0.472 		 4 	 5000  
n1011 	 0.503 		 71 	 5000  
n1012 	 0.413 		 18 	 5000  
n1013 	 0.506 		 22 	 5000  
n1014 	 0.465 		 4 	 5000  
n1015 	 0.502 		 85 	 5000  
n1016 	 0.559 		 59 	 5000  
n1017 	 0.482 		 75 	 5000  
n1018 	 0.49 		 62 	 5000  
n1019 	 0.45 		 106 	 5000  
n1020 	 0.477 		 89 	 5000  
n1021 	 0.402 		 77 	 5000  
n1022 	 0.481 		 96 	 5000  
n1023 	 0.457 		 146 	 5000  
n1024 	 0.516 		 78 	 5000  
n1025 	 0.49 		 60 	 5000  
n1026 	 0.513 		 91 	 5000  
n1027 	 0.484 		 94 	 5000  
n1028 	 0.444 		 102 	 5000  
n1029 	 0.472 		 42 	 5000  
n1030 	 0.444 		 93 	 5000  
n1031 	 0.496 		 67 	 5000  
n1032 	 0.468 		 89 	 5000  
n1033 	 0.484 		 35 	 5000  
n1034 	 0.472 		 63 	 5000  
n1035 	 0.418 		 71 	 5000  
n1036 	 0.431 		 44 	 5000  
n1037 	 0.417 		 44 	 5000  
n1038 	 0.477 		 111 	 5000  
n1039 	 0.438 		 0 	 5000  
n1040 	 0.437 		 0 	 5000  
n1041 	 0.485 		 0 	 5000  
n1042 	 0.58 		 0 	 5000  
n1043 	 0.518 		 2 	 5000  
n1044 	 0.424 		 2 	 5000  
n1045 	 0.48 		 0 	 5000  
n1046 	 0.499 		 1 	 5000  
